"sale_id";"sale_date";"customer_id";"customer_email";"sku";"product_name";"quantity";"unit_price";"total_amount";"status"
"ECO-023-2025";"08/10/2025";"CUST-1023";"vicente97@sapo.pt";"ERP-LAP-001-2024";"ASUS VivoBook 15 Laptop";"1";"386,12";"1742,57";"processing"
"ECO-024-2025";"05/10/2025";"CUST-1024";"valter.valente@outlook.com";"ERP-KEY-005-2024";"ASUS VivoBook 15 Laptop";"3";"909,72";"2585,32";"pending"
"ECO-025-2025";"09/10/2025";"CUST-1025";"iris.mendes28@live.com";"ERP-MON-004-2024";"ASUS VivoBook 15 Laptop";"1";"1412,92";"784,55";"pending"
"ECO-026-2025";"02/10/2025";"CUST-1026";"daniela44@outlook.com";"ERP-MON-004-2024";"Apple iPad Pro 12.9 512GB";"3";"1207,51";"2300,68";"processing"
"ECO-027-2025";"07/10/2025";"CUST-1027";"juliana78@sapo.pt";"ERP-MON-004-2024";"Logitech MX Master 3S Mouse";"3";"694,53";"444,07";"pending"
"ECO-028-2025";"07/10/2025";"CUST-1028";"henrique.freitas28@hotmail.com";"ERP-LAP-001-2024";"LG UltraWide 34"" Monitor";"3";"1131,46";"987,76";"pending"
"ECO-029-2025";"06/10/2025";"CUST-1029";"joana.nunes32@gmail.com";"ERP-LAP-001-2024";"LG UltraWide 34"" Monitor";"2";"225,57";"2474,23";"pending"
"ECO-030-2025";"03/10/2025";"CUST-1030";"martim.cardoso@outlook.com";"ERP-MOU-006-2024";"LG UltraWide 34"" Monitor";"2";"936,46";"1493,05";"completed"
"ECO-031-2025";"02/10/2025";"CUST-1031";"henrique.fonseca76@hotmail.com";"ERP-PHONE-002-2024";"Logitech MX Keys Mechanical Keyboard";"1";"510,07";"520,70";"processing"
"ECO-032-2025";"06/10/2025";"CUST-1032";"diana_lima29@portugalmail.pt";"ERP-LAP-001-2024";"Apple iPad Pro 12.9 512GB";"3";"347,25";"1981,49";"processing"
"ECO-033-2025";"01/10/2025";"CUST-1033";"laura17@sapo.pt";"ERP-MON-004-2024";"Apple iPad Pro 12.9 512GB";"2";"442,37";"457,87";"pending"
"ECO-034-2025";"02/10/2025";"CUST-1034";"xavier.baptista@yahoo.com";"ERP-LAP-001-2024";"Apple iPad Pro 12.9 512GB";"2";"737,18";"839,53";"completed"
"ECO-035-2025";"01/10/2025";"CUST-1035";"safira_pereira54@sapo.pt";"ERP-KEY-005-2024";"Apple iPad Pro 12.9 512GB";"1";"501,70";"884,63";"pending"
"ECO-036-2025";"03/10/2025";"CUST-1036";"daniel_araujo93@aeiou.pt";"ERP-MOU-006-2024";"Logitech MX Master 3S Mouse";"2";"380,01";"635,26";"pending"
"ECO-037-2025";"03/10/2025";"CUST-1037";"marta_pereira28@hotmail.com";"ERP-LAP-001-2024";"LG UltraWide 34"" Monitor";"2";"847,37";"1557,41";"completed"
"ECO-038-2025";"05/10/2025";"CUST-1038";"benjamim.sousa@outlook.com";"ERP-PHONE-002-2024";"LG UltraWide 34"" Monitor";"2";"1438,04";"610,11";"completed"
"ECO-039-2025";"06/10/2025";"CUST-1039";"jose_batista38@gmail.com";"ERP-KEY-005-2024";"LG UltraWide 34"" Monitor";"1";"457,60";"261,14";"processing"
"ECO-040-2025";"09/10/2025";"CUST-1040";"rafael.loureiro46@yahoo.com";"ERP-PHONE-002-2024";"Samsung Galaxy S24 Ultra";"2";"647,27";"2191,79";"pending"
"ECO-041-2025";"06/10/2025";"CUST-1041";"ariana_simoes25@sapo.pt";"ERP-MOU-006-2024";"Apple iPad Pro 12.9 512GB";"1";"458,22";"306,08";"processing"
"ECO-042-2025";"09/10/2025";"CUST-1042";"benedita56@mail.pt";"ERP-TAB-003-2024";"Samsung Galaxy S24 Ultra";"2";"1047,50";"1589,44";"pending"
"ECO-043-2025";"02/10/2025";"CUST-1043";"filipa.neto@portugalmail.pt";"ERP-KEY-005-2024";"LG UltraWide 34"" Monitor";"1";"947,30";"846,64";"pending"
"ECO-044-2025";"06/10/2025";"CUST-1044";"clara60@gmail.com";"ERP-LAP-001-2024";"LG UltraWide 34"" Monitor";"3";"217,36";"680,75";"completed"
"ECO-045-2025";"01/10/2025";"CUST-1045";"gabriela_amaral@gmail.com";"ERP-MON-004-2024";"LG UltraWide 34"" Monitor";"2";"136,34";"1786,06";"pending"
"ECO-046-2025";"08/10/2025";"CUST-1046";"amelia.machado64@sapo.pt";"ERP-LAP-001-2024";"Apple iPad Pro 12.9 512GB";"3";"603,08";"2931,46";"processing"
"ECO-047-2025";"06/10/2025";"CUST-1047";"bernardo97@sapo.pt";"ERP-LAP-001-2024";"Apple iPad Pro 12.9 512GB";"1";"616,87";"2038,77";"completed"
"ECO-048-2025";"04/10/2025";"CUST-1048";"ema_amorim@hotmail.com";"ERP-MON-004-2024";"Logitech MX Master 3S Mouse";"3";"1001,05";"718,79";"completed"
"ECO-049-2025";"06/10/2025";"CUST-1049";"aurora_barros@sapo.pt";"ERP-TAB-003-2024";"Logitech MX Master 3S Mouse";"2";"893,86";"220,52";"completed"
"ECO-050-2025";"04/10/2025";"CUST-1050";"mafalda11@portugalmail.pt";"ERP-LAP-001-2024";"ASUS VivoBook 15 Laptop";"1";"1170,25";"2259,64";"completed"
"ECO-001-2025";"08/10/2025";"CUST-1001";"nicole.simoes@yahoo.com";"ERP-PHONE-002-2024";"Logitech MX Keys Mechanical Keyboard";"2";"1061,10";"2506,20";"pending"
"ECO-002-2025";"01/10/2025";"CUST-1002";"valter.amorim@portugalmail.pt";"ERP-MON-004-2024";"ASUS VivoBook 15 Laptop";"1";"374,96";"2553,86";"completed"
"ECO-003-2025";"03/10/2025";"CUST-1003";"olivia_soares40@yahoo.com";"ERP-PHONE-002-2024";"LG UltraWide 34"" Monitor";"2";"204,26";"729,25";"processing"
"ECO-004-2025";"09/10/2025";"CUST-1004";"catarina.reis@mail.pt";"ERP-MOU-006-2024";"Logitech MX Keys Mechanical Keyboard";"1";"926,82";"1780,94";"completed"
"ECO-005-2025";"05/10/2025";"CUST-1005";"pilar16@hotmail.com";"ERP-LAP-001-2024";"Apple iPad Pro 12.9 512GB";"1";"654,17";"695,52";"pending"
"ECO-006-2025";"07/10/2025";"CUST-1006";"vasco_simoes@aeiou.pt";"ERP-LAP-001-2024";"Samsung Galaxy S24 Ultra";"3";"1146,32";"817,85";"processing"
"ECO-007-2025";"09/10/2025";"CUST-1007";"aurora.rodrigues1@portugalmail.pt";"ERP-PHONE-002-2024";"Logitech MX Master 3S Mouse";"1";"1151,05";"1142,58";"completed"
"ECO-008-2025";"07/10/2025";"CUST-1008";"vicente.saraiva@sapo.pt";"ERP-MOU-006-2024";"Logitech MX Keys Mechanical Keyboard";"2";"703,80";"507,17";"pending"
"ECO-009-2025";"02/10/2025";"CUST-1009";"manuel.baptista@mail.pt";"ERP-TAB-003-2024";"ASUS VivoBook 15 Laptop";"2";"1025,11";"1050,83";"completed"
"ECO-010-2025";"07/10/2025";"CUST-1010";"aurora_melo32@sapo.pt";"ERP-MON-004-2024";"Logitech MX Keys Mechanical Keyboard";"3";"224,69";"869,65";"completed"
"ECO-011-2025";"01/10/2025";"CUST-1011";"cecilia_reis14@aeiou.pt";"ERP-TAB-003-2024";"Logitech MX Keys Mechanical Keyboard";"3";"888,20";"934,04";"pending"
"ECO-012-2025";"04/10/2025";"CUST-1012";"leonardo_costa@aeiou.pt";"ERP-LAP-001-2024";"Logitech MX Keys Mechanical Keyboard";"1";"272,97";"2839,85";"pending"
"ECO-013-2025";"07/10/2025";"CUST-1013";"elisa.paiva@live.com";"ERP-LAP-001-2024";"Logitech MX Keys Mechanical Keyboard";"3";"862,97";"2440,78";"completed"
"ECO-014-2025";"04/10/2025";"CUST-1014";"gabriel5@sapo.pt";"ERP-TAB-003-2024";"Apple iPad Pro 12.9 512GB";"2";"689,38";"426,42";"completed"
"ECO-015-2025";"05/10/2025";"CUST-1015";"marcelo.soares@mail.pt";"ERP-TAB-003-2024";"ASUS VivoBook 15 Laptop";"1";"506,94";"2550,44";"completed"
"ECO-016-2025";"09/10/2025";"CUST-1016";"alexandre.figueiredo26@sapo.pt";"ERP-PHONE-002-2024";"LG UltraWide 34"" Monitor";"2";"482,75";"223,02";"completed"
"ECO-017-2025";"09/10/2025";"CUST-1017";"leonardo.leite23@mail.pt";"ERP-LAP-001-2024";"LG UltraWide 34"" Monitor";"2";"1303,66";"1004,70";"completed"
"ECO-018-2025";"06/10/2025";"CUST-1018";"olivia_brito@portugalmail.pt";"ERP-TAB-003-2024";"Samsung Galaxy S24 Ultra";"1";"552,48";"2665,54";"completed"
"ECO-019-2025";"09/10/2025";"CUST-1019";"elias.nascimento@live.com";"ERP-TAB-003-2024";"Samsung Galaxy S24 Ultra";"1";"799,90";"2306,17";"completed"
"ECO-020-2025";"07/10/2025";"CUST-1020";"helio.baptista71@sapo.pt";"ERP-PHONE-002-2024";"Apple iPad Pro 12.9 512GB";"3";"515,20";"327,58";"processing"
"ECO-021-2025";"07/10/2025";"CUST-1021";"clara_barros@sapo.pt";"ERP-TAB-003-2024";"ASUS VivoBook 15 Laptop";"3";"785,55";"1505,11";"completed"
"ECO-022-2025";"02/10/2025";"CUST-1022";"silvia37@gmail.com";"ERP-MOU-006-2024";"Logitech MX Master 3S Mouse";"1";"853,78";"2729,85";"completed"
"ECO-023-2025";"08/10/2025";"CUST-1023";"vicente97@sapo.pt";"ERP-LAP-001-2024";"ASUS VivoBook 15 Laptop";"1";"386,12";"1742,57";"processing"
"ECO-024-2025";"05/10/2025";"CUST-1024";"valter.valente@outlook.com";"ERP-KEY-005-2024";"ASUS VivoBook 15 Laptop";"3";"909,72";"2585,32";"pending"
"ECO-025-2025";"09/10/2025";"CUST-1025";"iris.mendes28@live.com";"ERP-MON-004-2024";"ASUS VivoBook 15 Laptop";"1";"1412,92";"784,55";"pending"
"ECO-026-2025";"02/10/2025";"CUST-1026";"daniela44@outlook.com";"ERP-MON-004-2024";"Apple iPad Pro 12.9 512GB";"3";"1207,51";"2300,68";"processing"
"ECO-027-2025";"07/10/2025";"CUST-1027";"juliana78@sapo.pt";"ERP-MON-004-2024";"Logitech MX Master 3S Mouse";"3";"694,53";"444,07";"pending"
"ECO-028-2025";"07/10/2025";"CUST-1028";"henrique.freitas28@hotmail.com";"ERP-LAP-001-2024";"LG UltraWide 34"" Monitor";"3";"1131,46";"987,76";"pending"
"ECO-029-2025";"06/10/2025";"CUST-1029";"joana.nunes32@gmail.com";"ERP-LAP-001-2024";"LG UltraWide 34"" Monitor";"2";"225,57";"2474,23";"pending"
"ECO-030-2025";"03/10/2025";"CUST-1030";"martim.cardoso@outlook.com";"ERP-MOU-006-2024";"LG UltraWide 34"" Monitor";"2";"936,46";"1493,05";"completed"
"ECO-031-2025";"02/10/2025";"CUST-1031";"henrique.fonseca76@hotmail.com";"ERP-PHONE-002-2024";"Logitech MX Keys Mechanical Keyboard";"1";"510,07";"520,70";"processing"
"ECO-032-2025";"06/10/2025";"CUST-1032";"diana_lima29@portugalmail.pt";"ERP-LAP-001-2024";"Apple iPad Pro 12.9 512GB";"3";"347,25";"1981,49";"processing"
"ECO-033-2025";"01/10/2025";"CUST-1033";"laura17@sapo.pt";"ERP-MON-004-2024";"Apple iPad Pro 12.9 512GB";"2";"442,37";"457,87";"pending"
"ECO-034-2025";"02/10/2025";"CUST-1034";"xavier.baptista@yahoo.com";"ERP-LAP-001-2024";"Apple iPad Pro 12.9 512GB";"2";"737,18";"839,53";"completed"
"ECO-035-2025";"01/10/2025";"CUST-1035";"safira_pereira54@sapo.pt";"ERP-KEY-005-2024";"Apple iPad Pro 12.9 512GB";"1";"501,70";"884,63";"pending"
"ECO-036-2025";"03/10/2025";"CUST-1036";"daniel_araujo93@aeiou.pt";"ERP-MOU-006-2024";"Logitech MX Master 3S Mouse";"2";"380,01";"635,26";"pending"
"ECO-037-2025";"03/10/2025";"CUST-1037";"marta_pereira28@hotmail.com";"ERP-LAP-001-2024";"LG UltraWide 34"" Monitor";"2";"847,37";"1557,41";"completed"
"ECO-038-2025";"05/10/2025";"CUST-1038";"benjamim.sousa@outlook.com";"ERP-PHONE-002-2024";"LG UltraWide 34"" Monitor";"2";"1438,04";"610,11";"completed"
"ECO-039-2025";"06/10/2025";"CUST-1039";"jose_batista38@gmail.com";"ERP-KEY-005-2024";"LG UltraWide 34"" Monitor";"1";"457,60";"261,14";"processing"
"ECO-040-2025";"09/10/2025";"CUST-1040";"rafael.loureiro46@yahoo.com";"ERP-PHONE-002-2024";"Samsung Galaxy S24 Ultra";"2";"647,27";"2191,79";"pending"
"ECO-041-2025";"06/10/2025";"CUST-1041";"ariana_simoes25@sapo.pt";"ERP-MOU-006-2024";"Apple iPad Pro 12.9 512GB";"1";"458,22";"306,08";"processing"
"ECO-042-2025";"09/10/2025";"CUST-1042";"benedita56@mail.pt";"ERP-TAB-003-2024";"Samsung Galaxy S24 Ultra";"2";"1047,50";"1589,44";"pending"
"ECO-043-2025";"02/10/2025";"CUST-1043";"filipa.neto@portugalmail.pt";"ERP-KEY-005-2024";"LG UltraWide 34"" Monitor";"1";"947,30";"846,64";"pending"
"ECO-044-2025";"06/10/2025";"CUST-1044";"clara60@gmail.com";"ERP-LAP-001-2024";"LG UltraWide 34"" Monitor";"3";"217,36";"680,75";"completed"
"ECO-045-2025";"01/10/2025";"CUST-1045";"gabriela_amaral@gmail.com";"ERP-MON-004-2024";"LG UltraWide 34"" Monitor";"2";"136,34";"1786,06";"pending"
"ECO-046-2025";"08/10/2025";"CUST-1046";"amelia.machado64@sapo.pt";"ERP-LAP-001-2024";"Apple iPad Pro 12.9 512GB";"3";"603,08";"2931,46";"processing"
"ECO-047-2025";"06/10/2025";"CUST-1047";"bernardo97@sapo.pt";"ERP-LAP-001-2024";"Apple iPad Pro 12.9 512GB";"1";"616,87";"2038,77";"completed"
"ECO-048-2025";"04/10/2025";"CUST-1048";"ema_amorim@hotmail.com";"ERP-MON-004-2024";"Logitech MX Master 3S Mouse";"3";"1001,05";"718,79";"completed"
"ECO-049-2025";"06/10/2025";"CUST-1049";"aurora_barros@sapo.pt";"ERP-TAB-003-2024";"Logitech MX Master 3S Mouse";"2";"893,86";"220,52";"completed"
"ECO-050-2025";"04/10/2025";"CUST-1050";"mafalda11@portugalmail.pt";"ERP-LAP-001-2024";"ASUS VivoBook 15 Laptop";"1";"1170,25";"2259,64";"completed"
"ECO-001-2025";"08/10/2025";"CUST-1001";"nicole.simoes@yahoo.com";"ERP-PHONE-002-2024";"Logitech MX Keys Mechanical Keyboard";"2";"1061,10";"2506,20";"pending"
"ECO-002-2025";"01/10/2025";"CUST-1002";"valter.amorim@portugalmail.pt";"ERP-MON-004-2024";"ASUS VivoBook 15 Laptop";"1";"374,96";"2553,86";"completed"
"ECO-003-2025";"03/10/2025";"CUST-1003";"olivia_soares40@yahoo.com";"ERP-PHONE-002-2024";"LG UltraWide 34"" Monitor";"2";"204,26";"729,25";"processing"
"ECO-004-2025";"09/10/2025";"CUST-1004";"catarina.reis@mail.pt";"ERP-MOU-006-2024";"Logitech MX Keys Mechanical Keyboard";"1";"926,82";"1780,94";"completed"
"ECO-005-2025";"05/10/2025";"CUST-1005";"pilar16@hotmail.com";"ERP-LAP-001-2024";"Apple iPad Pro 12.9 512GB";"1";"654,17";"695,52";"pending"
"ECO-006-2025";"07/10/2025";"CUST-1006";"vasco_simoes@aeiou.pt";"ERP-LAP-001-2024";"Samsung Galaxy S24 Ultra";"3";"1146,32";"817,85";"processing"
"ECO-007-2025";"09/10/2025";"CUST-1007";"aurora.rodrigues1@portugalmail.pt";"ERP-PHONE-002-2024";"Logitech MX Master 3S Mouse";"1";"1151,05";"1142,58";"completed"
"ECO-008-2025";"07/10/2025";"CUST-1008";"vicente.saraiva@sapo.pt";"ERP-MOU-006-2024";"Logitech MX Keys Mechanical Keyboard";"2";"703,80";"507,17";"pending"
"ECO-009-2025";"02/10/2025";"CUST-1009";"manuel.baptista@mail.pt";"ERP-TAB-003-2024";"ASUS VivoBook 15 Laptop";"2";"1025,11";"1050,83";"completed"
"ECO-010-2025";"07/10/2025";"CUST-1010";"aurora_melo32@sapo.pt";"ERP-MON-004-2024";"Logitech MX Keys Mechanical Keyboard";"3";"224,69";"869,65";"completed"
"ECO-011-2025";"01/10/2025";"CUST-1011";"cecilia_reis14@aeiou.pt";"ERP-TAB-003-2024";"Logitech MX Keys Mechanical Keyboard";"3";"888,20";"934,04";"pending"
"ECO-012-2025";"04/10/2025";"CUST-1012";"leonardo_costa@aeiou.pt";"ERP-LAP-001-2024";"Logitech MX Keys Mechanical Keyboard";"1";"272,97";"2839,85";"pending"
"ECO-013-2025";"07/10/2025";"CUST-1013";"elisa.paiva@live.com";"ERP-LAP-001-2024";"Logitech MX Keys Mechanical Keyboard";"3";"862,97";"2440,78";"completed"
"ECO-014-2025";"04/10/2025";"CUST-1014";"gabriel5@sapo.pt";"ERP-TAB-003-2024";"Apple iPad Pro 12.9 512GB";"2";"689,38";"426,42";"completed"
"ECO-015-2025";"05/10/2025";"CUST-1015";"marcelo.soares@mail.pt";"ERP-TAB-003-2024";"ASUS VivoBook 15 Laptop";"1";"506,94";"2550,44";"completed"
"ECO-016-2025";"09/10/2025";"CUST-1016";"alexandre.figueiredo26@sapo.pt";"ERP-PHONE-002-2024";"LG UltraWide 34"" Monitor";"2";"482,75";"223,02";"completed"
"ECO-017-2025";"09/10/2025";"CUST-1017";"leonardo.leite23@mail.pt";"ERP-LAP-001-2024";"LG UltraWide 34"" Monitor";"2";"1303,66";"1004,70";"completed"
"ECO-018-2025";"06/10/2025";"CUST-1018";"olivia_brito@portugalmail.pt";"ERP-TAB-003-2024";"Samsung Galaxy S24 Ultra";"1";"552,48";"2665,54";"completed"
"ECO-019-2025";"09/10/2025";"CUST-1019";"elias.nascimento@live.com";"ERP-TAB-003-2024";"Samsung Galaxy S24 Ultra";"1";"799,90";"2306,17";"completed"
"ECO-020-2025";"07/10/2025";"CUST-1020";"helio.baptista71@sapo.pt";"ERP-PHONE-002-2024";"Apple iPad Pro 12.9 512GB";"3";"515,20";"327,58";"processing"
"ECO-021-2025";"07/10/2025";"CUST-1021";"clara_barros@sapo.pt";"ERP-TAB-003-2024";"ASUS VivoBook 15 Laptop";"3";"785,55";"1505,11";"completed"
"ECO-022-2025";"02/10/2025";"CUST-1022";"silvia37@gmail.com";"ERP-MOU-006-2024";"Logitech MX Master 3S Mouse";"1";"853,78";"2729,85";"completed"
"ECO-023-2025";"08/10/2025";"CUST-1023";"vicente97@sapo.pt";"ERP-LAP-001-2024";"ASUS VivoBook 15 Laptop";"1";"386,12";"1742,57";"processing"
"ECO-024-2025";"05/10/2025";"CUST-1024";"valter.valente@outlook.com";"ERP-KEY-005-2024";"ASUS VivoBook 15 Laptop";"3";"909,72";"2585,32";"pending"
"ECO-025-2025";"09/10/2025";"CUST-1025";"iris.mendes28@live.com";"ERP-MON-004-2024";"ASUS VivoBook 15 Laptop";"1";"1412,92";"784,55";"pending"
"ECO-026-2025";"02/10/2025";"CUST-1026";"daniela44@outlook.com";"ERP-MON-004-2024";"Apple iPad Pro 12.9 512GB";"3";"1207,51";"2300,68";"processing"
"ECO-027-2025";"07/10/2025";"CUST-1027";"juliana78@sapo.pt";"ERP-MON-004-2024";"Logitech MX Master 3S Mouse";"3";"694,53";"444,07";"pending"
"ECO-028-2025";"07/10/2025";"CUST-1028";"henrique.freitas28@hotmail.com";"ERP-LAP-001-2024";"LG UltraWide 34"" Monitor";"3";"1131,46";"987,76";"pending"
"ECO-029-2025";"06/10/2025";"CUST-1029";"joana.nunes32@gmail.com";"ERP-LAP-001-2024";"LG UltraWide 34"" Monitor";"2";"225,57";"2474,23";"pending"
"ECO-030-2025";"03/10/2025";"CUST-1030";"martim.cardoso@outlook.com";"ERP-MOU-006-2024";"LG UltraWide 34"" Monitor";"2";"936,46";"1493,05";"completed"
"ECO-031-2025";"02/10/2025";"CUST-1031";"henrique.fonseca76@hotmail.com";"ERP-PHONE-002-2024";"Logitech MX Keys Mechanical Keyboard";"1";"510,07";"520,70";"processing"
"ECO-032-2025";"06/10/2025";"CUST-1032";"diana_lima29@portugalmail.pt";"ERP-LAP-001-2024";"Apple iPad Pro 12.9 512GB";"3";"347,25";"1981,49";"processing"
"ECO-033-2025";"01/10/2025";"CUST-1033";"laura17@sapo.pt";"ERP-MON-004-2024";"Apple iPad Pro 12.9 512GB";"2";"442,37";"457,87";"pending"
"ECO-034-2025";"02/10/2025";"CUST-1034";"xavier.baptista@yahoo.com";"ERP-LAP-001-2024";"Apple iPad Pro 12.9 512GB";"2";"737,18";"839,53";"completed"
"ECO-035-2025";"01/10/2025";"CUST-1035";"safira_pereira54@sapo.pt";"ERP-KEY-005-2024";"Apple iPad Pro 12.9 512GB";"1";"501,70";"884,63";"pending"
"ECO-036-2025";"03/10/2025";"CUST-1036";"daniel_araujo93@aeiou.pt";"ERP-MOU-006-2024";"Logitech MX Master 3S Mouse";"2";"380,01";"635,26";"pending"
"ECO-037-2025";"03/10/2025";"CUST-1037";"marta_pereira28@hotmail.com";"ERP-LAP-001-2024";"LG UltraWide 34"" Monitor";"2";"847,37";"1557,41";"completed"
"ECO-038-2025";"05/10/2025";"CUST-1038";"benjamim.sousa@outlook.com";"ERP-PHONE-002-2024";"LG UltraWide 34"" Monitor";"2";"1438,04";"610,11";"completed"
"ECO-039-2025";"06/10/2025";"CUST-1039";"jose_batista38@gmail.com";"ERP-KEY-005-2024";"LG UltraWide 34"" Monitor";"1";"457,60";"261,14";"processing"
"ECO-040-2025";"09/10/2025";"CUST-1040";"rafael.loureiro46@yahoo.com";"ERP-PHONE-002-2024";"Samsung Galaxy S24 Ultra";"2";"647,27";"2191,79";"pending"
"ECO-041-2025";"06/10/2025";"CUST-1041";"ariana_simoes25@sapo.pt";"ERP-MOU-006-2024";"Apple iPad Pro 12.9 512GB";"1";"458,22";"306,08";"processing"
"ECO-042-2025";"09/10/2025";"CUST-1042";"benedita56@mail.pt";"ERP-TAB-003-2024";"Samsung Galaxy S24 Ultra";"2";"1047,50";"1589,44";"pending"
"ECO-043-2025";"02/10/2025";"CUST-1043";"filipa.neto@portugalmail.pt";"ERP-KEY-005-2024";"LG UltraWide 34"" Monitor";"1";"947,30";"846,64";"pending"
"ECO-044-2025";"06/10/2025";"CUST-1044";"clara60@gmail.com";"ERP-LAP-001-2024";"LG UltraWide 34"" Monitor";"3";"217,36";"680,75";"completed"
"ECO-045-2025";"01/10/2025";"CUST-1045";"gabriela_amaral@gmail.com";"ERP-MON-004-2024";"LG UltraWide 34"" Monitor";"2";"136,34";"1786,06";"pending"
"ECO-046-2025";"08/10/2025";"CUST-1046";"amelia.machado64@sapo.pt";"ERP-LAP-001-2024";"Apple iPad Pro 12.9 512GB";"3";"603,08";"2931,46";"processing"
"ECO-047-2025";"06/10/2025";"CUST-1047";"bernardo97@sapo.pt";"ERP-LAP-001-2024";"Apple iPad Pro 12.9 512GB";"1";"616,87";"2038,77";"completed"
"ECO-048-2025";"04/10/2025";"CUST-1048";"ema_amorim@hotmail.com";"ERP-MON-004-2024";"Logitech MX Master 3S Mouse";"3";"1001,05";"718,79";"completed"
"ECO-049-2025";"06/10/2025";"CUST-1049";"aurora_barros@sapo.pt";"ERP-TAB-003-2024";"Logitech MX Master 3S Mouse";"2";"893,86";"220,52";"completed"
"ECO-050-2025";"04/10/2025";"CUST-1050";"mafalda11@portugalmail.pt";"ERP-LAP-001-2024";"ASUS VivoBook 15 Laptop";"1";"1170,25";"2259,64";"completed"
